product_id,videos,name,sku,url
354,0,Haakaa Generation 3 Silicone Breast Pump 160ml & Bottle Set,,https://www.haakaaofficial.co.uk/haakaa-generation-3-silicone-breast-pump-160ml-bottle-set/
355,0,Haakaa Generation 3 Silicone Breast Pump 160/250ml - Nude,,https://www.haakaaofficial.co.uk/haakaa-generation-3-silicone-breast-pump-160-250ml-nude/
356,0,Haakaa Inverted Nipple Corrector,BF_7462,https://www.haakaaofficial.co.uk/haakaa-inverted-nipple-corrector/
357,0,Haakaa 150ml Silicone Breast Pump & White Flower Stopper Giftset Box,BF_7100,https://www.haakaaofficial.co.uk/haakaa-150ml-silicone-breast-pump-white-flower-stopper-giftset-box/
358,0,Haakaa Flow Cup (Menstrual Cup) - Short Stem,,https://www.haakaaofficial.co.uk/haakaa-flow-cup-menstrual-cup-short-stem/
359,0,Haakaa New Mum Starter Pack - 2021 Edition,BF_7250,https://www.haakaaofficial.co.uk/haakaa-new-mum-starter-pack-2021-edition/
360,0,Haakaa Silicone Re-Usable Straws - 6 Pack with Cleaner,BF_7649,https://www.haakaaofficial.co.uk/haakaa-silicone-re-usable-straws-6-pack-with-cleaner/
361,1,Haakaa Ladybug Breast Milk Collector 75ml (1 Pk),BF_8299,https://www.haakaaofficial.co.uk/haakaa-ladybug-breast-milk-collector-75ml-1-pk/
362,0,Haakaa Silicone Feeding Tube Set,BF_8707,https://www.haakaaofficial.co.uk/haakaa-silicone-feeding-tube-set/
363,1,Haakaa Breastfeeding Nipple Shield - Round,BF_8706,https://www.haakaaofficial.co.uk/haakaa-breastfeeding-nipple-shield-round/
364,0,Haakaa Natural Rubber Owl Teether - Smiling,BF_8711,https://www.haakaaofficial.co.uk/haakaa-natural-rubber-owl-teether-smiling/
365,0,Haakaa Gen. 3 Glass Baby Bottle 160ml - Grey,BF_8708,https://www.haakaaofficial.co.uk/haakaa-gen-3-glass-baby-bottle-160ml-grey/
366,0,Haakaa Silicone Baby Food Dispensing Spoon - Grey,BF_8712,https://www.haakaaofficial.co.uk/haakaa-silicone-baby-food-dispensing-spoon-grey/
367,0,Haakaa Gen. 3 Silicone Breast Pump Flange Attachment,BF_8709,https://www.haakaaofficial.co.uk/haakaa-gen-3-silicone-breast-pump-flange-attachment/
368,0,Haakaa Breastfeeding Nipple Shield with Orthodontic Teat (Round Base),BF_8705,https://www.haakaaofficial.co.uk/haakaa-breastfeeding-nipple-shield-with-orthodontic-teat-round-base/
369,0,Haakaa Breastfeeding Nipple Shield with Orthodontic Teat (Triangle Base),BF_8704,https://www.haakaaofficial.co.uk/haakaa-breastfeeding-nipple-shield-with-orthodontic-teat-triangle-base/
370,0,Haakaa Easy-Squeezy Silicone Bulb Syringe,BF_8798,https://www.haakaaofficial.co.uk/haakaa-easy-squeezy-silicone-bulb-syringe/
371,0,Silicone Colostrum Collector Set,9006,https://www.haakaaofficial.co.uk/silicone-colostrum-collector-set/
372,0,Newborn Silicone Dummy,8710,https://www.haakaaofficial.co.uk/newborn-silicone-dummy/
373,0,Gen. 3 Premium Silicone Pump &  Bottle Pack Peach,7247,https://www.haakaaofficial.co.uk/gen-3-premium-silicone-pump-bottle-pack-peach/
374,0,Gen. 3 Premium Silicone Pump &  Bottle Pack Grey,7246,https://www.haakaaofficial.co.uk/gen-3-premium-silicone-pump-bottle-pack-grey/
375,0,Haakaa Wide Neck Baby Bottle Lid,BF_6335,https://www.haakaaofficial.co.uk/haakaa-wide-neck-baby-bottle-lid/
376,0,Haakaa Silicone Breast Pump 150ml with Lid,BF_5384,https://www.haakaaofficial.co.uk/haakaa-silicone-breast-pump-150ml-with-lid/
377,0,Haakaa Silicone Baby Food Tube and Feeding Spoon Green,BF_6438,https://www.haakaaofficial.co.uk/haakaa-silicone-baby-food-tube-and-feeding-spoon-green/
378,0,Haakaa Natural Owl Smiling Teether BPA FREE,BF_6446,https://www.haakaaofficial.co.uk/haakaa-natural-owl-smiling-teether-bpa-free/
379,0,Haakaa Oreo Silicone Cookies FREE Teething Necklaces BPA FREE,BF_6447,https://www.haakaaofficial.co.uk/haakaa-oreo-silicone-cookies-free-teething-necklaces-bpa-free/
380,0,Haakaa Silicone Breast Pump 150ml with Flower Stopper,BF_5381,https://www.haakaaofficial.co.uk/haakaa-silicone-breast-pump-150ml-with-flower-stopper/
381,0,Haakaa Silicone Breast Pump 100ml with Suction Base & Lid,BF_6216,https://www.haakaaofficial.co.uk/haakaa-silicone-breast-pump-100ml-with-suction-base-lid/
382,0,Haakaa Silicone Collapsible Lunchbox,,https://www.haakaaofficial.co.uk/haakaa-silicone-collapsible-lunchbox/
383,0,Haakaa Silicone Finger Brush,BF_9611,https://www.haakaaofficial.co.uk/haakaa-silicone-finger-brush/
384,0,Haakaa 360° Silicone Toothbrush,,https://www.haakaaofficial.co.uk/haakaa-360-silicone-toothbrush-1/
385,0,Haakaa Breast Massager (Shell),BF_9580,https://www.haakaaofficial.co.uk/haakaa-breast-massager-shell/
386,0,Haakaa Orthodontic Nipple Cap,BF_9590,https://www.haakaaofficial.co.uk/haakaa-orthodontic-nipple-cap/
387,1,Haakaa Silicone Baby Bib,,https://www.haakaaofficial.co.uk/haakaa-silicone-baby-bib/
388,1,Haakaa Silicone Brush,BF_9595,https://www.haakaaofficial.co.uk/haakaa-silicone-brush/
389,0,Haakaa Silicone Divided Plate,,https://www.haakaaofficial.co.uk/haakaa-silicone-divided-plate/
390,1,Haakaa Silicone Orthodontic Bottle Nipple,,https://www.haakaaofficial.co.uk/haakaa-silicone-orthodontic-bottle-nipple/
391,1,Haakaa Silicone Teething Ball,,https://www.haakaaofficial.co.uk/haakaa-silicone-teething-ball/
392,1,Haakaa Silicone Teething Ring,BF_9630,https://www.haakaaofficial.co.uk/haakaa-silicone-teething-ring/
393,0,Haakaa Breast Feeding Nipple Shield Butterfly 1Pc,BF_7107,https://www.haakaaofficial.co.uk/haakaa-breast-feeding-nipple-shield-butterfly-1pc/
394,0,Haakaa Silicone Breast Pump 90ml,BF_7130,https://www.haakaaofficial.co.uk/haakaa-silicone-breast-pump-90ml/
395,0,Haakaa Stainless Steel Straw With Spoon (1P),BF_7142,https://www.haakaaofficial.co.uk/haakaa-stainless-steel-straw-with-spoon-1p/
396,1,Haakaa Fresh Food Feeder and Teether,,https://www.haakaaofficial.co.uk/haakaa-fresh-food-feeder-and-teether/
397,0,Haakaa Silicone Spoon Set With Case X2 Spoon,,https://www.haakaaofficial.co.uk/haakaa-silicone-spoon-set-with-case-x2-spoon/
398,0,Haakaa Cotton Cloth Wipes - 20×15cm,,https://www.haakaaofficial.co.uk/haakaa-cotton-cloth-wipes-20-15cm/
399,0,Haakaa On-The-Go Deluxe Express & Collect Travel Pack,BF_9654,https://www.haakaaofficial.co.uk/haakaa-on-the-go-deluxe-express-collect-travel-pack/
400,0,Haakaa Express & Collect Travel Pack,BF_9655,https://www.haakaaofficial.co.uk/haakaa-express-collect-travel-pack/
401,1,Haakaa Pear-fect Manicure Kit,,https://www.haakaaofficial.co.uk/haakaa-pear-fect-manicure-kit/
402,0,Haakaa Silicone Baby Drinking Cup,,https://www.haakaaofficial.co.uk/haakaa-silicone-baby-drinking-cup/
403,0,Haakaa Silicone Colostrum Collector - 2pcs,BF_9606,https://www.haakaaofficial.co.uk/haakaa-silicone-colostrum-collector-2pcs/
404,0,Haakaa Silicone Ice Pop Mould,,https://www.haakaaofficial.co.uk/haakaa-silicone-ice-pop-mould/
405,1,Haakaa Silicone Milk Storage Bag (9oz./260ml),BF_9617,https://www.haakaaofficial.co.uk/haakaa-silicone-milk-storage-bag-9oz-260ml/
406,1,Haakaa Silicone Shampoo Brush - Grey,BF_9621,https://www.haakaaofficial.co.uk/haakaa-silicone-shampoo-brush-grey/
407,1,Haakaa Silicone Sip-N-Snack Cup,,https://www.haakaaofficial.co.uk/haakaa-silicone-sip-n-snack-cup/
408,0,Haakaa Baby Food and Breast Milk Freezer Tray - 9 Compartments,,https://www.haakaaofficial.co.uk/haakaa-baby-food-and-breast-milk-freezer-tray-9-compartments/
409,0,Haakaa Goat Baby Brush & Comb Set,BF_9589,https://www.haakaaofficial.co.uk/haakaa-goat-baby-brush-comb-set/
410,0,Haakaa Silicone Ice Pop Mould Set,BF_9616,https://www.haakaaofficial.co.uk/haakaa-silicone-ice-pop-mould-set/
411,0,Haakaa 90ml Silicone Breast Pump & White Flower Stopper Giftset Box,BF_7106,https://www.haakaaofficial.co.uk/haakaa-90ml-silicone-breast-pump-white-flower-stopper-giftset-box/
412,0,Haakaa Baby Food and Breast Milk Freezer Tray - 4 Compartments,,https://www.haakaaofficial.co.uk/haakaa-baby-food-and-breast-milk-freezer-tray-4-compartments/
413,0,Haakaa Baby Food and Breast Milk Freezer Tray - 6 Compartments,,https://www.haakaaofficial.co.uk/haakaa-baby-food-and-breast-milk-freezer-tray-6-compartments/
414,1,Haakaa Silicone Colostrum Collector Set - 6 Pk,BF_9006,https://www.haakaaofficial.co.uk/haakaa-silicone-colostrum-collector-set-6-pk/
415,1,Haakaa Gen. 3 Breast Milk Storage Set,BF_7243,https://www.haakaaofficial.co.uk/haakaa-gen-3-breast-milk-storage-set/
